path,count,first_seen,last_seen,status,sample_ip
/%252f_profiler%252fphpinfo,4,2026-08-24T12:10:59+00:00,2026-09-05T03:43:59+00:00,404,172.71.127.18
/%252f_test.php,4,2026-08-24T12:10:59+00:00,2026-09-05T03:43:59+00:00,404,172.71.127.18
/%252factuator%252fconfigprops,4,2026-08-24T12:11:00+00:00,2026-09-05T03:44:02+00:00,404,172.71.127.17
/%252factuator%252fenv,4,2026-08-24T12:11:00+00:00,2026-09-05T03:44:02+00:00,404,172.71.127.18
/%252factuator%252fhealth,4,2026-08-24T12:11:00+00:00,2026-09-05T03:44:02+00:00,404,172.71.127.17
/%252factuator%252fheapdump,4,2026-08-24T12:11:00+00:00,2026-09-05T03:44:03+00:00,404,172.71.127.17
/%252factuator%252flogfile,4,2026-08-24T12:11:00+00:00,2026-09-05T03:44:03+00:00,404,172.71.127.18
/%252factuator%252fthreaddump,4,2026-08-24T12:11:00+00:00,2026-09-05T03:44:03+00:00,404,172.71.127.18
/%252fadmin%252f.env,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:04+00:00,404,172.71.127.17
/%252fadmin%252fconfig%252f.env,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:04+00:00,404,172.71.127.17
/%252fadmin%252fconsole%252f.env,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:05+00:00,404,172.71.127.18
/%252fadmin%252finfo.php,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:05+00:00,404,172.71.127.17
/%252fadmin%252fphp-info.php,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:05+00:00,404,172.71.127.18
/%252fadmin%252fphp.php,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:06+00:00,404,172.71.127.17
/%252fadmin%252fphp_info.php,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:06+00:00,404,172.71.127.17
/%252fadmin%252fphpinfo.php,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:06+00:00,404,172.71.127.17
/%252fadministrator%252f.env,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:06+00:00,404,172.71.127.18
/%252fadministrator%252fconfig%252f.env,4,2026-08-24T12:11:01+00:00,2026-09-05T03:44:07+00:00,404,172.71.127.17
/%252fadministrator%252finfo.php,4,2026-08-24T12:11:02+00:00,2026-09-05T03:44:07+00:00,404,172.71.127.18
/%252fadministrator%252fphpinfo.php,4,2026-08-24T12:11:02+00:00,2026-09-05T03:44:07+00:00,404,172.71.127.17
/%252fapi%252f.env,4,2026-08-24T12:11:02+00:00,2026-09-05T03:44:08+00:00,404,172.71.127.17
/%252fapi%252f.environment,4,2026-08-24T12:11:02+00:00,2026-09-05T03:44:09+00:00,404,172.71.127.18
/%252fapi%252fapp%252f.env,4,2026-08-24T12:11:02+00:00,2026-09-05T03:44:09+00:00,404,172.71.127.17
/%252fapi%252fbeta%252f.env,4,2026-08-24T12:11:03+00:00,2026-09-05T03:44:10+00:00,404,172.71.127.18
/%252fapi%252fconfig%252f.env,4,2026-08-24T12:11:03+00:00,2026-09-05T03:44:10+00:00,404,172.71.127.17
/%252fapi%252fcore%252f.env,4,2026-08-24T12:11:03+00:00,2026-09-05T03:44:11+00:00,404,172.71.127.18
/%252fapi%252fdev%252f.env,4,2026-08-24T12:11:03+00:00,2026-09-05T03:44:12+00:00,404,172.71.127.18
/%252fapi%252finfo.php,4,2026-08-24T12:11:04+00:00,2026-09-05T03:44:13+00:00,404,172.71.127.18
/%252fapi%252fphpinfo.php,4,2026-08-24T12:11:04+00:00,2026-09-05T03:44:14+00:00,404,172.71.127.18
/%252fapi%252ftest%252f.env,4,2026-08-24T12:11:05+00:00,2026-09-05T03:44:16+00:00,404,172.71.127.17
/%252fapi%252fv1%252f.env,4,2026-08-24T12:11:05+00:00,2026-09-05T03:44:17+00:00,404,172.71.127.17
/%252fapi%252fv1%252fphpinfo.php,4,2026-08-24T12:11:06+00:00,2026-09-05T03:44:18+00:00,404,172.71.127.17
/%252fapi%252fv2%252f.env,4,2026-08-24T12:11:06+00:00,2026-09-05T03:44:19+00:00,404,172.71.127.17
